index,Лемма,Часть речи,Частота (ipm)
17913,низовой,a,3.1
17914,никитский,a,3.1
17915,нищенский,a,3.1
17916,обводить,v,3.1
17917,облава,s,3.1
17918,облегать,v,3.1
17919,облечь,v,3.1
17920,облизать,v,3.1
17921,оборванный,a,3.1
17922,обороняться,v,3.1
17923,образованность,s,3.1
17924,обреченность,s,3.1
17925,овечий,a,3.1
17926,оглушительно,adv,3.1
17927,оканчиваться,v,3.1
17928,окликать,v,3.1
17929,ом,s,3.1
17930,онанизм,s,3.1
17931,опутать,v,3.1
17932,осмысленный,a,3.1
17933,оспаривание,s,3.1
17934,осчастливить,v,3.1
17935,отговаривать,v,3.1
17936,отдернуть,v,3.1
17937,отклоняться,v,3.1
17938,откопать,v,3.1
17939,отчаянье,s,3.1
17940,отчизна,s,3.1
17941,отчитаться,v,3.1
17942,отшвырнуть,v,3.1
17943,очиститься,v,3.1
17944,ощупать,v,3.1
17945,панический,a,3.1
17946,парашютист,s,3.1
17947,патриархат,s,3.1
17948,пенсионерка,s,3.1
17949,пеня,s,3.1
17950,пенять,v,3.1
17951,перевестись,v,3.1
17952,перегородить,v,3.1
17953,пережитое,s,3.1
17954,переключать,v,3.1
17955,переломный,a,3.1
17956,переставить,v,3.1
17957,пестреть,v,3.1
17958,петербуржец,s,3.1
17959,пировать,v,3.1
17960,племенной,a,3.1
17961,пловец,s,3.1
17962,плодородный,a,3.1
17963,поголовно,adv,3.1
17964,подводник,s,3.1
17965,поджарить,v,3.1
17966,подметать,v,3.1
17967,подмостки,s,3.1
17968,покои,s,3.1
17969,поколебаться,v,3.1
17970,покопаться,v,3.1
17971,покушаться,v,3.1
17972,полиграфический,a,3.1
17973,полотнище,s,3.1
17974,помолодеть,v,3.1
17975,понос,s,3.1
17976,порешить,v,3.1
17977,потайной,a,3.1
17978,потонуть,v,3.1
17979,потухнуть,v,3.1
17980,похититель,s,3.1
17981,по-хозяйски,adv,3.1
17982,правдивость,s,3.1
17983,празднество,s,3.1
17984,предупредительный,a,3.1
17985,преклонный,a,3.1
17986,преминуть,v,3.1
17987,примус,s,3.1
17988,приостановиться,v,3.1
17989,приподнимать,v,3.1
17990,пробуждаться,v,3.1
17991,промысловый,a,3.1
17992,промышлять,v,3.1
17993,пропорционально,adv,3.1
17994,прорастать,v,3.1
17995,просека,s,3.1
17996,прославлять,v,3.1
17997,проток,s,3.1
17998,психиатрия,s,3.1
17999,пул,s,3.1
18000,равносильный,a,3.1
18001,разброс,s,3.1
18002,разворотить,v,3.1
18003,раздельно,adv,3.1
18004,разить,v,3.1
18005,распахиваться,v,3.1
18006,распуститься,v,3.1
18007,растирать,v,3.1
18008,реалист,s,3.1
18009,репликация,s,3.1
18010,решетчатый,a,3.1
18011,ржаной,a,3.1
18012,родич,s,3.1
18013,светать,v,3.1
18014,связующий,a,3.1
18015,сглотнуть,v,3.1
18016,сгоряча,adv,3.1
18017,сдуру,adv,3.1
18018,северо-кавказский,a,3.1
18019,сейсмический,a,3.1
18020,сердечко,s,3.1
18021,сердечно-сосудистый,a,3.1
18022,сибиряк,s,3.1
18023,симпатизировать,v,3.1
18024,синхронный,a,3.1
18025,сливать,v,3.1
18026,слипнуться,v,3.1
18027,случившееся,s,3.1
18028,смертник,s,3.1
18029,смочить,v,3.1
18030,собирание,s,3.1
18031,совок,s,3.1
18032,сообразительный,a,3.1
18033,сосредоточенный,a,3.1
18034,сосулька,s,3.1
18035,страдалец,s,3.1
18036,страус,s,3.1
18037,стыдливо,adv,3.1
18038,суконный,a,3.1
18039,существительное,s,3.1
18040,табу,s,3.1
18041,тазик,s,3.1
18042,талиб,s,3.1
18043,тапка,s,3.1
18044,темпераментный,a,3.1
18045,теплиться,v,3.1
18046,теплица,s,3.1
18047,тир,s,3.1
18048,тихонечко,adv,3.1
18049,токсичный,a,3.1
18050,топ,s,3.1
18051,торгово-экономический,a,3.1
18052,торпеда,s,3.1
18053,торпедо,s,3.1
18054,трансформировать,v,3.1
18055,триада,s,3.1
18056,триллион,s,3.1
18057,троицкий,a,3.1
18058,трудоемкость,s,3.1
18059,трудоспособный,a,3.1
18060,тушка,s,3.1
18061,увернуться,v,3.1
18062,ужасаться,v,3.1
18063,узреть,v,3.1
18064,умирающий,s,3.1
18065,умножить,v,3.1
18066,умолчать,v,3.1
18067,умоляюще,adv,3.1
18068,усложнение,s,3.1
18069,усугубляться,v,3.1
18070,философски,adv,3.1
18071,фосфор,s,3.1
18072,ходячий,a,3.1
18073,хохол,s,3.1
18074,худеть,v,3.1
18075,чахлый,a,3.1
18076,чей-нибудь,apro,3.1
18077,чинно,adv,3.1
18078,шестилетний,a,3.1
18079,шлепанец,s,3.1
18080,щебетать,v,3.1
18081,щупальце,s,3.1
18082,экспедитор,s,3.1
18083,элементарно,adv,3.1
18084,эрекция,s,3.1
18085,ютиться,v,3.1
18086,авианосец,s,3.0
18087,автобиографический,a,3.0
18088,автолюбитель,s,3.0
18089,агитировать,v,3.0
18090,агрессивно,adv,3.0
18091,актовый,a,3.0
18092,александрийский,a,3.0
18093,александровский,a,3.0
18094,апатия,s,3.0
18095,архангел,s,3.0
18096,атташе,s,3.0
18097,бальзам,s,3.0
18098,башкирский,a,3.0
18099,бегемот,s,3.0
18100,бескорыстно,adv,3.0
18101,бесстрашие,s,3.0
18102,бесхитростный,a,3.0
18103,бочок,s,3.0
18104,бредовый,a,3.0
18105,британец,s,3.0
18106,бритье,s,3.0
18107,брокер,s,3.0
18108,варьироваться,v,3.0
18109,ввозить,v,3.0
18110,вдумчивый,a,3.0
18111,вельможа,s,3.0
18112,вентиляционный,a,3.0
18113,венчаться,v,3.0
18114,взад-вперед,adv,3.0
18115,взломать,v,3.0
18116,взмыть,v,3.0
18117,видовой,a,3.0
18118,внять,v,3.0
18119,вовлекать,v,3.0
18120,возвестить,v,3.0
18121,воздерживаться,v,3.0
18122,возмущать,v,3.0
18123,вол,s,3.0
18124,воскрешение,s,3.0
18125,врачиха,s,3.0
18126,вскарабкаться,v,3.0
18127,вскрик,s,3.0
18128,всполошиться,v,3.0
18129,встряхивать,v,3.0
18130,втиснуться,v,3.0
18131,втянуться,v,3.0
18132,выказать,v,3.0
18133,выпадение,s,3.0
18134,высветить,v,3.0
18135,высвободить,v,3.0
18136,выселение,s,3.0
18137,высотка,s,3.0
18138,вычистить,v,3.0
18139,гадание,s,3.0
18140,газетка,s,3.0
18141,газификация,s,3.0
18142,гарем,s,3.0
18143,гармонично,adv,3.0
18144,гвоздик,s,3.0
18145,глазница,s,3.0
18146,глушитель,s,3.0
18147,гниль,s,3.0
18148,гонимый,a,3.0
18149,горловина,s,3.0
18150,горнодобывающий,a,3.0
18151,госпитальный,a,3.0
18152,градостроительство,s,3.0
18153,гражданско-правовой,a,3.0
18154,грибок,s,3.0
18155,губной,a,3.0
18156,гудение,s,3.0
18157,густота,s,3.0
18158,дагестанский,a,3.0
18159,детеныш,s,3.0
18160,детина,s,3.0
18161,директриса,s,3.0
18162,доброжелательность,s,3.0
18163,догорать,v,3.0
18164,долговечный,a,3.0
18165,долларовый,a,3.0
18166,домочадец,s,3.0
18167,допивать,v,3.0
18168,доподлинно,adv,3.0
18169,досадливо,adv,3.0
18170,дотошный,a,3.0
18171,доярка,s,3.0
18172,дымовой,a,3.0
18173,жаворонок,s,3.0
18174,желвак,s,3.0
18175,женственность,s,3.0
18176,жертвоприношение,s,3.0
18177,животик,s,3.0
18178,завербовать,v,3.0
18179,завершающий,a,3.0
18180,загадывать,v,3.0
18181,задержанный,s,3.0
18182,закатиться,v,3.0
18183,законопослушный,a,3.0
18184,закоптить,v,3.0
18185,заломить,v,3.0
18186,замаскировать,v,3.0
18187,замещать,v,3.0
18188,замужний,a,3.0
18189,запихивать,v,3.0
18190,запрятать,v,3.0
18191,заслон,s,3.0
18192,застегивать,v,3.0
18193,застенок,s,3.0
18194,затонуть,v,3.0
18195,затыкать,v,3.0
18196,зачастить,v,3.0
18197,заядлый,a,3.0
18198,злить,v,3.0
18199,изгой,s,3.0
18200,изгонять,v,3.0
18201,изможденный,a,3.0
18202,изобиловать,v,3.0
18203,импровизировать,v,3.0
18204,импульсный,a,3.0
18205,ионный,a,3.0
18206,исключая,pr,3.0
18207,исключительность,s,3.0
18208,истолкование,s,3.0
18209,истребительный,a,3.0
18210,каламбур,s,3.0
18211,катин,a,3.0
18212,кедровый,a,3.0
18213,кинозвезда,s,3.0
18214,кипятить,v,3.0
18215,клеймить,v,3.0
18216,клиентура,s,3.0
18217,кожица,s,3.0
18218,кожный,a,3.0
18219,кокетливо,adv,3.0
18220,колдовать,v,3.0
18221,компенсироваться,v,3.0
18222,конвейерный,a,3.0
18223,копна,s,3.0
18224,корить,v,3.0
18225,корректно,adv,3.0
18226,кощунственный,a,3.0
18227,красавчик,s,3.0
18228,красноармейский,a,3.0
18229,красноречиво,adv,3.0
18230,красться,v,3.0
18231,крестовый,a,3.0
18232,кровоточить,v,3.0
18233,кровяной,a,3.0
18234,кротко,adv,3.0
18235,курево,s,3.0
18236,ладан,s,3.0
18237,лаковый,a,3.0
18238,лакомый,a,3.0
18239,латиноамериканский,a,3.0
18240,летальный,a,3.0
18241,либретто,s,3.0
18242,линолеум,s,3.0
18243,литье,s,3.0
18244,малышка,s,3.0
18245,маникюр,s,3.0
18246,марафон,s,3.0
18247,марксизм-ленинизм,s,3.0
18248,марш,intj,3.0
18249,мастерить,v,3.0
18250,мерзлота,s,3.0
18251,меридиан,s,3.0
18252,меркнуть,v,3.0
18253,метанол,s,3.0
18254,метко,adv,3.0
18255,милочка,s,3.0
18256,мировоззренческий,a,3.0
18257,млеть,v,3.0
18258,многогранник,s,3.0
18259,многообещающий,a,3.0
18260,множественность,s,3.0
18261,модельер,s,3.0
18262,молниеносный,a,3.0
18263,монопольный,a,3.0
18264,мордочка,s,3.0
18265,мочевой,a,3.0
18266,наваливаться,v,3.0
18267,навалить,v,3.0
18268,наврать,v,3.0
18269,наделять,v,3.0
18270,надувать,v,3.0
18271,надуманный,a,3.0
18272,накладываться,v,3.0
18273,наречие,s,3.0
18274,натовский,a,3.0
18275,натюрморт,s,3.0
18276,национализация,s,3.0
18277,небрежность,s,3.0
18278,невооруженный,a,3.0
18279,невыполнимый,a,3.0
18280,негатив,s,3.0
18281,недопустимость,s,3.0
18282,нежданный,a,3.0
18283,незавершенный,a,3.0
18284,незаконченный,a,3.0
18285,нездешний,a,3.0
18286,неизлечимый,a,3.0
18287,неисчерпаемый,a,3.0
18288,неоднородный,a,3.0
18289,неотвратимый,a,3.0
18290,неотрывно,adv,3.0
18291,неполноценный,a,3.0
18292,непомерно,adv,3.0
18293,неправдоподобно,adv,3.0
18294,непревзойденный,a,3.0
18295,неприкосновенный,a,3.0
18296,неуважение,s,3.0
18297,неугомонный,a,3.0
18298,неудавшийся,a,3.0
18299,неудовлетворенность,s,3.0
18300,нецелесообразный,a,3.0
18301,никелированный,a,3.0
18302,новодевичий,a,3.0
18303,ноутбук,s,3.0
18304,нянечка,s,3.0
18305,облокотиться,v,3.0
18306,обмотка,s,3.0
18307,обнести,v,3.0
18308,обшивка,s,3.0
18309,однокурсник,s,3.0
18310,одышка,s,3.0
18311,околица,s,3.0
18312,оловянный,a,3.0
18313,онтологический,a,3.0
18314,опалить,v,3.0
18315,ополчение,s,3.0
18316,опрокинуться,v,3.0
18317,оскалить,v,3.0
18318,остерегаться,v,3.0
18319,отборочный,a,3.0
18320,отнесение,s,3.0
18321,отчеканить,v,3.0
18322,очень-очень,adv,3.0
18323,паломничество,s,3.0
18324,первоисточник,s,3.0
18325,перебежчик,s,3.0
18326,передник,s,3.0
18327,перекочевать,v,3.0
18328,перемещать,v,3.0
18329,переодеть,v,3.0
18330,переполох,s,3.0
18331,перетекать,v,3.0
18332,перманентный,a,3.0
18333,песочный,a,3.0
18334,песчинка,s,3.0
18335,петлица,s,3.0
18336,пивко,s,3.0
18337,плато,s,3.0
18338,плаха,s,3.0
18339,пленить,v,3.0
18340,плешивый,a,3.0
18341,победно,adv,3.0
18342,повальный,a,3.0
18343,повестись,v,3.0
18344,повстречаться,v,3.0
18345,поддакивать,v,3.0
18346,поджигать,v,3.0
18347,подивиться,v,3.0
18348,подохнуть,v,3.0
18349,подоходный,a,3.0
18350,подпустить,v,3.0
18351,подъемник,s,3.0
18352,подыгрывать,v,3.0
18353,пойма,s,3.0
18354,покуривать,v,3.0
18355,полегчать,v,3.0
